description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Sacred Orb of Brand - mods	1			100	18	292	0		2	xbow,uni	sr41,qty=1						useitem			100	extra-skele-archer	100		8	8	hit-skill	100	84	50	45	deadly	100		20	20	dmg%	100		160	200	sacred	100		1	1																																																											0
Sacred Orb of Brand - Crafted - mods	1			100	18	292	0		2	xbow,crf	sr41,qty=1						useitem			100	extra-skele-archer	100		8	8	hit-skill	100	84	50	45	deadly	100		20	20	dmg%	100		160	200	sacred	100		1	1																																																											0
Sacred Orb of Brand - mods	1			100	18	292	0		2	bow,uni	sr41,qty=1						useitem			100	extra-skele-archer	100		8	8	hit-skill	100	84	50	45	deadly	100		20	20	dmg%	100		160	200	sacred	100		1	1																																																											0
Sacred Orb of Brand - Crafted - mods	1			100	18	292	0		2	bow,crf	sr41,qty=1						useitem			100	extra-skele-archer	100		8	8	hit-skill	100	84	50	45	deadly	100		20	20	dmg%	100		160	200	sacred	100		1	1																																																											0
Sacred Orb of Ice - mods	1			100	18	292	0		2	xbow,uni	sr42,qty=1						useitem			100	aura	100	114	18	18	extra-cold	100		25	30	pierce-cold	100		20	20	hit-skill	100	44	20	32	sacred	100		1	1																																																											0
Sacred Orb of Ice - Crafted - mods	1			100	18	292	0		2	xbow,crf	sr42,qty=1						useitem			100	aura	100	114	18	18	extra-cold	100		25	30	pierce-cold	100		20	20	hit-skill	100	44	20	32	sacred	100		1	1																																																											0
Sacred Orb of Ice - mods	1			100	18	292	0		2	bow,uni	sr42,qty=1						useitem			100	aura	100	114	18	18	extra-cold	100		25	30	pierce-cold	100		20	20	hit-skill	100	44	20	32	sacred	100		1	1																																																											0
Sacred Orb of Ice - Crafted - mods	1			100	18	292	0		2	bow,crf	sr42,qty=1						useitem			100	aura	100	114	18	18	extra-cold	100		25	30	pierce-cold	100		20	20	hit-skill	100	44	20	32	sacred	100		1	1																																																											0
Sacred Orb of Faith - mods	1			100	18	292	0		2	xbow,uni	sr43,qty=1						useitem			100	res-all	100		15	15	att%	100		300	300	aura	100	122	12	15	dmg%	100		160	180	sacred	100		1	1																																																											0
Sacred Orb of Faith - Crafted - mods	1			100	18	292	0		2	xbow,crf	sr43,qty=1						useitem			100	res-all	100		15	15	att%	100		300	300	aura	100	122	12	15	dmg%	100		160	180	sacred	100		1	1																																																											0
Sacred Orb of Faith - mods	1			100	18	292	0		2	bow,uni	sr43,qty=1						useitem			100	res-all	100		15	15	att%	100		300	300	aura	100	122	12	15	dmg%	100		160	180	sacred	100		1	1																																																											0
Sacred Orb of Faith - Crafted - mods	1			100	18	292	0		2	bow,crf	sr43,qty=1						useitem			100	res-all	100		15	15	att%	100		300	300	aura	100	122	12	15	dmg%	100		160	180	sacred	100		1	1																																																											0
Sacred Orb of Famine - mods	1			100	18	292	0		2	axe,uni	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Famine - Crafted - mods	1			100	18	292	0		2	axe,crf	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Famine - mods	1			100	18	292	0		2	hamm,uni	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Famine - Crafted - mods	1			100	18	292	0		2	hamm,crf	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Famine - mods	1			100	18	292	0		2	swor,uni	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Famine - Crafted - mods	1			100	18	292	0		2	swor,crf	sr44,qty=1						useitem			100	pierce-ltng	100		15	15	pierce-fire	100		15	15	pierce-cold	100		15	15	dmg-elem	100	100	100	225	sacred	100		1	1																																																											0
Sacred Orb of Fury - mods	1			100	18	292	0		2	thro,uni	sr45,qty=1						useitem			100	ignore-ac	100		1	1	swing2	100		40	40	deadly	100		33	66	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Fury - Crafted - mods	1			100	18	292	0		2	thro,crf	sr45,qty=1						useitem			100	ignore-ac	100		1	1	swing2	100		40	40	deadly	100		33	66	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Fury - mods	1			100	18	292	0		2	mele,uni	sr45,qty=1						useitem			100	ignore-ac	100		1	1	swing2	100		40	40	deadly	100		33	66	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Fury - Crafted - mods	1			100	18	292	0		2	mele,crf	sr45,qty=1						useitem			100	ignore-ac	100		1	1	swing2	100		40	40	deadly	100		33	66	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves) - mods	1			100	18	292	0		2	pole,uni	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves) - Crafted - mods	1			100	18	292	0		2	pole,crf	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Infinity (staves) - mods	1			100	18	292	0		2	staf,uni	sr46,qty=1						useitem			100	cast-skill	100	53	15	20	pierce-ltng	100		45	55	aura	100	123	12	12	cast-skill	100	235	2	15	sacred	100		1	1																																																											0
Sacred Orb of Infinity (staves) - Crafted - mods	1			100	18	292	0		2	staf,crf	sr46,qty=1						useitem			100	cast-skill	100	53	15	20	pierce-ltng	100		45	55	aura	100	123	12	12	cast-skill	100	235	2	15	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves) - mods	1			100	18	292	0		2	spea,uni	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves) - Crafted - mods	1			100	18	292	0		2	spea,crf	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves) - mods	1			100	18	292	0		2	hamm,uni	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Infinity (non-staves) - Crafted - mods	1			100	18	292	0		2	hamm,crf	sr46,qty=1						useitem			100	hit-skill	100	53	25	20	pierce-ltng	100		45	55	aura	100	123	12	12	dmg%	100		150	195	sacred	100		1	1																																																											0
Sacred Orb of Eternity - mods	1			100	18	292	0		2	mele,uni	sr47,qty=1						useitem			100	extra-revives	100		6	6	reanimate	100	39	10	10	dmg-norm	100		61	71	dmg%	100		190	210	sacred	100		1	1																																																											0
Sacred Orb of Eternity - Crafted - mods	1			100	18	292	0		2	mele,crf	sr47,qty=1						useitem			100	extra-revives	100		6	6	reanimate	100	39	10	10	dmg-norm	100		61	71	dmg%	100		190	210	sacred	100		1	1																																																											0
Sacred Orb of Beast - mods	1			100	18	292	0		2	axe,uni	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - Crafted - mods	1			100	18	292	0		2	axe,crf	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - mods	1			100	18	292	0		2	scep,uni	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - Crafted - mods	1			100	18	292	0		2	scep,crf	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - mods	1			100	18	292	0		2	hamm,uni	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - Crafted - mods	1			100	18	292	0		2	hamm,crf	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - mods	1			100	18	292	0		2	staf,uni	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Beast - Crafted - mods	1			100	18	292	0		2	staf,crf	sr48,qty=1						useitem			100	oskill	100	228	6	6	oskill	100	233	6	6	aura	100	122	8	10	dmg%	100		150	180	sacred	100		1	1																																																											0
Sacred Orb of Wrath - mods	1			100	18	292	0		2	xbow,uni	sr49,qty=1						useitem			100	noheal	100		1	1	swing2	100		30	45	dmg-mag	100		85	120	hit-skill	100	442	60	31	sacred	100		1	1																																																											0
Sacred Orb of Wrath - Crafted - mods	1			100	18	292	0		2	xbow,crf	sr49,qty=1						useitem			100	noheal	100		1	1	swing2	100		30	45	dmg-mag	100		85	120	hit-skill	100	442	60	31	sacred	100		1	1																																																											0
Sacred Orb of Wrath - mods	1			100	18	292	0		2	bow,uni	sr49,qty=1						useitem			100	noheal	100		1	1	swing2	100		30	45	dmg-mag	100		85	120	hit-skill	100	442	60	31	sacred	100		1	1																																																											0
Sacred Orb of Wrath - Crafted - mods	1			100	18	292	0		2	bow,crf	sr49,qty=1						useitem			100	noheal	100		1	1	swing2	100		30	45	dmg-mag	100		85	120	hit-skill	100	442	60	31	sacred	100		1	1																																																											0
Sacred Orb of Wind - mods	1			100	18	292	0		2	staf,uni	sr50,qty=1						useitem			100	move2	100		20	30	cast-skill	100	245	18	35	cast-skill	100	240	18	35	cast-skill	100	235	5	9	sacred	100		1	1																																																											0
Sacred Orb of Wind - Crafted - mods	1			100	18	292	0		2	staf,crf	sr50,qty=1						useitem			100	move2	100		20	30	cast-skill	100	245	18	35	cast-skill	100	240	18	35	cast-skill	100	235	5	9	sacred	100		1	1																																																											0
Sacred Orb of Wind - mods	1			100	18	292	0		2	thro,uni	sr50,qty=1						useitem			100	move2	100		20	30	hit-skill	100	245	18	35	hit-skill	100	240	18	35	dmg%	100		80	140	sacred	100		1	1																																																											0
Sacred Orb of Wind - Crafted - mods	1			100	18	292	0		2	thro,crf	sr50,qty=1						useitem			100	move2	100		20	30	hit-skill	100	245	18	35	hit-skill	100	240	18	35	dmg%	100		80	140	sacred	100		1	1																																																											0
Sacred Orb of Wind - mods	1			100	18	292	0		2	mele,uni	sr50,qty=1						useitem			100	move2	100		20	30	hit-skill	100	245	18	35	hit-skill	100	240	18	35	dmg%	100		120	180	sacred	100		1	1																																																											0
Sacred Orb of Wind - Crafted - mods	1			100	18	292	0		2	mele,crf	sr50,qty=1						useitem			100	move2	100		20	30	hit-skill	100	245	18	35	hit-skill	100	240	18	35	dmg%	100		120	180	sacred	100		1	1																																																											0
Sacred Orb of Grief - mods	1			100	18	292	0		2	swor,uni	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Grief - Crafted - mods	1			100	18	292	0		2	swor,crf	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Grief - mods	1			100	18	292	0		2	axe,uni	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Grief - Crafted - mods	1			100	18	292	0		2	axe,crf	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Grief - mods	1			100	18	292	0		2	pole,uni	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Grief - Crafted - mods	1			100	18	292	0		2	pole,crf	sr51,qty=1						useitem			100	dmg-min	100		160	160	dmg-max	100		120	140	pierce-pois	100		15	20	hit-skill	100	278	35	15	sacred	100		1	1																																																											0
Sacred Orb of Fortitude (weapon) - mods	1			100	18	292	0		2	weap,uni	sr52,qty=1						useitem			100	res-all	100		25	30	hp/lvl	100		8	12	deadly	100		20	20	dmg%	100		130	180	sacred	100		1	1																																																											0
Sacred Orb of Fortitude (weapon) - Crafted - mods	1			100	18	292	0		2	weap,crf	sr52,qty=1						useitem			100	res-all	100		25	30	hp/lvl	100		8	12	deadly	100		20	20	dmg%	100		130	180	sacred	100		1	1																																																											0
Sacred Orb of Arms - mods	1			100	18	292	0		2	weap,uni	sr53,qty=1						useitem			100	oskill	100	155	2	6	oskill	100	149	2	6	oskill	100	146	1	3	dmg%	100		80	120	sacred	100		1	1																																																											0
Sacred Orb of Arms - Crafted - mods	1			100	18	292	0		2	weap,crf	sr53,qty=1						useitem			100	oskill	100	155	2	6	oskill	100	149	2	6	oskill	100	146	1	3	dmg%	100		80	120	sacred	100		1	1																																																											0
Sacred Orb of Chaos - mods	1			100	18	292	0		2	mele,uni	sr54,qty=1						useitem			100	hit-skill	100	38	18	40	skill	100	380	2	2	dmg-mag	100		200	400	dmg%	100		90	130	sacred	100		1	1																																																											0
